"customer_id","first_name","last_name","email","address","city","country","rental_id","rental_date","amount"
361,"Lawrence","Lawton","lawrence.lawton@sakilacustomer.org","114 Jalib al-Shuyukh Manor","Yaound","Cameroon",2353,"2005-06-18 12:53:25","4.99"
363,"Roy","Whiting","roy.whiting@sakilacustomer.org","1658 Jastrzebie-Zdrj Loop","Nyeri","Kenya",1426,"2005-06-15 18:16:24","4.99"
363,"Roy","Whiting","roy.whiting@sakilacustomer.org","1658 Jastrzebie-Zdrj Loop","Nyeri","Kenya",1569,"2005-06-16 03:19:09","4.99"
363,"Roy","Whiting","roy.whiting@sakilacustomer.org","1658 Jastrzebie-Zdrj Loop","Nyeri","Kenya",1847,"2005-06-17 00:05:22","4.99"
363,"Roy","Whiting","roy.whiting@sakilacustomer.org","1658 Jastrzebie-Zdrj Loop","Nyeri","Kenya",2540,"2005-06-19 02:04:48","4.99"
364,"Benjamin","Varney","benjamin.varney@sakilacustomer.org","817 Laredo Avenue","Guadalajara","Mexico",2606,"2005-06-19 06:51:32","4.99"
364,"Benjamin","Varney","benjamin.varney@sakilacustomer.org","817 Laredo Avenue","Guadalajara","Mexico",2857,"2005-06-19 23:15:15","4.99"
364,"Benjamin","Varney","benjamin.varney@sakilacustomer.org","817 Laredo Avenue","Guadalajara","Mexico",2962,"2005-06-20 07:31:55","3.99"
365,"Bruce","Schwarz","bruce.schwarz@sakilacustomer.org","1565 Tangail Manor","Okinawa","Japan",1578,"2005-06-16 04:08:16","6.99"
365,"Bruce","Schwarz","bruce.schwarz@sakilacustomer.org","1565 Tangail Manor","Okinawa","Japan",1983,"2005-06-17 10:22:13","4.99"
368,"Harry","Arce","harry.arce@sakilacustomer.org","1922 Miraj Way","Najafabad","Iran",1513,"2005-06-15 22:53:30","9.99"
368,"Harry","Arce","harry.arce@sakilacustomer.org","1922 Miraj Way","Najafabad","Iran",2531,"2005-06-19 01:20:49","4.99"
368,"Harry","Arce","harry.arce@sakilacustomer.org","1922 Miraj Way","Najafabad","Iran",2694,"2005-06-19 13:17:21","4.99"
368,"Harry","Arce","harry.arce@sakilacustomer.org","1922 Miraj Way","Najafabad","Iran",2744,"2005-06-19 16:20:40","4.99"
368,"Harry","Arce","harry.arce@sakilacustomer.org","1922 Miraj Way","Najafabad","Iran",3275,"2005-06-21 05:33:04","4.99"
370,"Wayne","Truong","wayne.truong@sakilacustomer.org","1049 Matamoros Parkway","Gulbarga","India",1190,"2005-06-15 01:05:32","6.99"
371,"Billy","Poulin","billy.poulin@sakilacustomer.org","1061 Ede Avenue","Cabuyao","Philippines",1573,"2005-06-16 03:31:39","6.99"
371,"Billy","Poulin","billy.poulin@sakilacustomer.org","1061 Ede Avenue","Cabuyao","Philippines",1675,"2005-06-16 11:04:47","5.99"
371,"Billy","Poulin","billy.poulin@sakilacustomer.org","1061 Ede Avenue","Cabuyao","Philippines",3176,"2005-06-20 22:31:54","3.99"
372,"Steve","Mackenzie","steve.mackenzie@sakilacustomer.org","154 Oshawa Manor","Probolinggo","Indonesia",2959,"2005-06-20 07:07:54","4.99"
372,"Steve","Mackenzie","steve.mackenzie@sakilacustomer.org","154 Oshawa Manor","Probolinggo","Indonesia",3283,"2005-06-21 06:19:07","3.99"
373,"Louis","Leone","louis.leone@sakilacustomer.org","1191 Tandil Drive","Tanauan","Philippines",1472,"2005-06-15 20:54:55","6.99"
374,"Jeremy","Hurtado","jeremy.hurtado@sakilacustomer.org","1133 Rizhao Avenue","Vitria de Santo Anto","Brazil",2487,"2005-06-18 21:32:54","4.99"
375,"Aaron","Selby","aaron.selby@sakilacustomer.org","1519 Santiago de los Caballeros Loop","Mwene-Ditu","Congo, The Democratic Republic of the",1499,"2005-06-15 21:58:07","5.99"
375,"Aaron","Selby","aaron.selby@sakilacustomer.org","1519 Santiago de los Caballeros Loop","Mwene-Ditu","Congo, The Democratic Republic of the",2236,"2005-06-18 04:12:33","4.99"
377,"Howard","Fortner","howard.fortner@sakilacustomer.org","220 Hidalgo Drive","Kermanshah","Iran",2556,"2005-06-19 03:07:32","3.99"
377,"Howard","Fortner","howard.fortner@sakilacustomer.org","220 Hidalgo Drive","Kermanshah","Iran",3443,"2005-06-21 20:19:00","4.99"
378,"Eugene","Culpepper","eugene.culpepper@sakilacustomer.org","686 Donostia-San Sebastin Lane","Shenzhen","China",1623,"2005-06-16 07:48:50","4.99"
378,"Eugene","Culpepper","eugene.culpepper@sakilacustomer.org","686 Donostia-San Sebastin Lane","Shenzhen","China",1662,"2005-06-16 10:13:35","5.99"
378,"Eugene","Culpepper","eugene.culpepper@sakilacustomer.org","686 Donostia-San Sebastin Lane","Shenzhen","China",2134,"2005-06-17 21:13:44","7.99"
378,"Eugene","Culpepper","eugene.culpepper@sakilacustomer.org","686 Donostia-San Sebastin Lane","Shenzhen","China",2713,"2005-06-19 14:23:09","4.99"
379,"Carlos","Coughlin","carlos.coughlin@sakilacustomer.org","97 Mogiljov Lane","Bhavnagar","India",1383,"2005-06-15 15:20:06","8.99"
379,"Carlos","Coughlin","carlos.coughlin@sakilacustomer.org","97 Mogiljov Lane","Bhavnagar","India",2313,"2005-06-18 08:56:45","5.99"
380,"Russell","Brinson","russell.brinson@sakilacustomer.org","1642 Charlotte Amalie Drive","Tychy","Poland",1868,"2005-06-17 02:03:22","3.99"
380,"Russell","Brinson","russell.brinson@sakilacustomer.org","1642 Charlotte Amalie Drive","Tychy","Poland",2018,"2005-06-17 12:35:58","3.99"
380,"Russell","Brinson","russell.brinson@sakilacustomer.org","1642 Charlotte Amalie Drive","Tychy","Poland",2464,"2005-06-18 20:06:05","4.99"
380,"Russell","Brinson","russell.brinson@sakilacustomer.org","1642 Charlotte Amalie Drive","Tychy","Poland",3260,"2005-06-21 03:59:13","4.99"
381,"Bobby","Boudreau","bobby.boudreau@sakilacustomer.org","1368 Maracabo Boulevard","South Hill","Anguilla",1402,"2005-06-15 16:31:08","3.99"
381,"Bobby","Boudreau","bobby.boudreau@sakilacustomer.org","1368 Maracabo Boulevard","South Hill","Anguilla",2418,"2005-06-18 17:14:42","4.99"
382,"Victor","Barkley","victor.barkley@sakilacustomer.org","401 Sucre Boulevard","Manchester","United States",2468,"2005-06-18 20:23:52","4.99"
382,"Victor","Barkley","victor.barkley@sakilacustomer.org","401 Sucre Boulevard","Manchester","United States",3125,"2005-06-20 18:31:58","4.99"
383,"Martin","Bales","martin.bales@sakilacustomer.org","368 Hunuco Boulevard","Namibe","Angola",1831,"2005-06-16 22:22:17","7.99"
383,"Martin","Bales","martin.bales@sakilacustomer.org","368 Hunuco Boulevard","Namibe","Angola",2609,"2005-06-19 07:13:12","7.99"
384,"Ernest","Stepp","ernest.stepp@sakilacustomer.org","500 Lincoln Parkway","Huaian","China",2378,"2005-06-18 14:57:49","7.99"
384,"Ernest","Stepp","ernest.stepp@sakilacustomer.org","500 Lincoln Parkway","Huaian","China",2510,"2005-06-18 23:44:21","5.99"
384,"Ernest","Stepp","ernest.stepp@sakilacustomer.org","500 Lincoln Parkway","Huaian","China",2935,"2005-06-20 05:07:24","3.99"
384,"Ernest","Stepp","ernest.stepp@sakilacustomer.org","500 Lincoln Parkway","Huaian","China",3088,"2005-06-20 15:56:05","9.99"
384,"Ernest","Stepp","ernest.stepp@sakilacustomer.org","500 Lincoln Parkway","Huaian","China",3101,"2005-06-20 16:48:58","4.99"
386,"Todd","Tan","todd.tan@sakilacustomer.org","1793 Meixian Place","Kamjanets-Podilskyi","Ukraine",1585,"2005-06-16 04:51:13","3.99"
386,"Todd","Tan","todd.tan@sakilacustomer.org","1793 Meixian Place","Kamjanets-Podilskyi","Ukraine",1819,"2005-06-16 21:32:50","5.99"
387,"Jesse","Schilling","jesse.schilling@sakilacustomer.org","514 Ife Way","Lubumbashi","Congo, The Democratic Republic of the",2981,"2005-06-20 08:35:17","5.99"
387,"Jesse","Schilling","jesse.schilling@sakilacustomer.org","514 Ife Way","Lubumbashi","Congo, The Democratic Republic of the",3378,"2005-06-21 13:51:28","4.99"
388,"Craig","Morrell","craig.morrell@sakilacustomer.org","717 Changzhou Lane","Cavite","Philippines",1276,"2005-06-15 08:00:13","6.99"
388,"Craig","Morrell","craig.morrell@sakilacustomer.org","717 Changzhou Lane","Cavite","Philippines",2537,"2005-06-19 01:52:21","5.99"
388,"Craig","Morrell","craig.morrell@sakilacustomer.org","717 Changzhou Lane","Cavite","Philippines",2692,"2005-06-19 13:08:19","4.99"
388,"Craig","Morrell","craig.morrell@sakilacustomer.org","717 Changzhou Lane","Cavite","Philippines",3159,"2005-06-20 21:11:50","7.99"
389,"Alan","Kahn","alan.kahn@sakilacustomer.org","753 Ilorin Avenue","Emeishan","China",1763,"2005-06-16 17:51:01","4.99"
389,"Alan","Kahn","alan.kahn@sakilacustomer.org","753 Ilorin Avenue","Emeishan","China",1946,"2005-06-17 07:58:39","4.99"
389,"Alan","Kahn","alan.kahn@sakilacustomer.org","753 Ilorin Avenue","Emeishan","China",2552,"2005-06-19 03:01:29","3.99"
390,"Shawn","Heaton","shawn.heaton@sakilacustomer.org","1337 Mit Ghamr Avenue","Nakhon Sawan","Thailand",1539,"2005-06-16 01:11:25","5.99"
390,"Shawn","Heaton","shawn.heaton@sakilacustomer.org","1337 Mit Ghamr Avenue","Nakhon Sawan","Thailand",2330,"2005-06-18 10:41:19","7.99"
390,"Shawn","Heaton","shawn.heaton@sakilacustomer.org","1337 Mit Ghamr Avenue","Nakhon Sawan","Thailand",3147,"2005-06-20 20:25:17","5.99"
392,"Sean","Douglass","sean.douglass@sakilacustomer.org","614 Pak Kret Street","Addis Abeba","Ethiopia",1530,"2005-06-16 00:38:07","6.99"
392,"Sean","Douglass","sean.douglass@sakilacustomer.org","614 Pak Kret Street","Addis Abeba","Ethiopia",2890,"2005-06-20 02:00:45","4.99"
393,"Philip","Causey","philip.causey@sakilacustomer.org","954 Lapu-Lapu Way","Korolev","Russian Federation",1611,"2005-06-16 06:41:35","6.99"
393,"Philip","Causey","philip.causey@sakilacustomer.org","954 Lapu-Lapu Way","Korolev","Russian Federation",2319,"2005-06-18 09:24:22","4.99"
394,"Chris","Brothers","chris.brothers@sakilacustomer.org","331 Bydgoszcz Parkway","Gijn","Spain",1324,"2005-06-15 11:02:45","4.99"
395,"Johnny","Turpin","johnny.turpin@sakilacustomer.org","1152 Citrus Heights Manor","al-Qadarif","Sudan",3030,"2005-06-20 11:51:59","4.99"
395,"Johnny","Turpin","johnny.turpin@sakilacustomer.org","1152 Citrus Heights Manor","al-Qadarif","Sudan",3389,"2005-06-21 14:37:55","6.99"
396,"Earl","Shanks","earl.shanks@sakilacustomer.org","168 Cianjur Manor","Iwatsuki","Japan",1385,"2005-06-15 15:28:23","4.99"
396,"Earl","Shanks","earl.shanks@sakilacustomer.org","168 Cianjur Manor","Iwatsuki","Japan",1408,"2005-06-15 16:57:58","6.99"
397,"Jimmy","Schrader","jimmy.schrader@sakilacustomer.org","616 Hagonoy Avenue","Atinsk","Russian Federation",1769,"2005-06-16 18:07:48","5.99"
398,"Antonio","Meek","antonio.meek@sakilacustomer.org","1190 0 Place","Bag","Brazil",2087,"2005-06-17 17:35:10","6.99"
398,"Antonio","Meek","antonio.meek@sakilacustomer.org","1190 0 Place","Bag","Brazil",3141,"2005-06-20 19:55:47","9.99"
399,"Danny","Isom","danny.isom@sakilacustomer.org","734 Bchar Place","Okara","Pakistan",3036,"2005-06-20 12:18:31","5.99"
400,"Bryan","Hardison","bryan.hardison@sakilacustomer.org","530 Lausanne Lane","Dallas","United States",1917,"2005-06-17 05:36:07","3.99"
400,"Bryan","Hardison","bryan.hardison@sakilacustomer.org","530 Lausanne Lane","Dallas","United States",1923,"2005-06-17 06:06:10","6.99"
402,"Luis","Yanez","luis.yanez@sakilacustomer.org","1346 Mysore Drive","Brest","France",1194,"2005-06-15 01:25:08","4.99"
402,"Luis","Yanez","luis.yanez@sakilacustomer.org","1346 Mysore Drive","Brest","France",2490,"2005-06-18 22:00:50","4.99"
403,"Mike","Way","mike.way@sakilacustomer.org","990 Etawah Loop","Valparai","India",1221,"2005-06-15 03:35:16","4.99"
403,"Mike","Way","mike.way@sakilacustomer.org","990 Etawah Loop","Valparai","India",1249,"2005-06-15 05:38:09","8.99"
403,"Mike","Way","mike.way@sakilacustomer.org","990 Etawah Loop","Valparai","India",2488,"2005-06-18 21:38:26","3.99"
403,"Mike","Way","mike.way@sakilacustomer.org","990 Etawah Loop","Valparai","India",2927,"2005-06-20 04:41:41","4.99"
403,"Mike","Way","mike.way@sakilacustomer.org","990 Etawah Loop","Valparai","India",3049,"2005-06-20 12:51:01","6.99"
403,"Mike","Way","mike.way@sakilacustomer.org","990 Etawah Loop","Valparai","India",3356,"2005-06-21 11:38:45","5.99"
404,"Stanley","Scroggins","stanley.scroggins@sakilacustomer.org","1266 Laredo Parkway","Omiya","Japan",1840,"2005-06-16 23:39:34","4.99"
404,"Stanley","Scroggins","stanley.scroggins@sakilacustomer.org","1266 Laredo Parkway","Omiya","Japan",2715,"2005-06-19 14:29:35","4.99"
405,"Leonard","Schofield","leonard.schofield@sakilacustomer.org","88 Nagaon Manor","Tandil","Argentina",1315,"2005-06-15 10:23:08","4.99"
405,"Leonard","Schofield","leonard.schofield@sakilacustomer.org","88 Nagaon Manor","Tandil","Argentina",1953,"2005-06-17 08:34:57","5.99"
405,"Leonard","Schofield","leonard.schofield@sakilacustomer.org","88 Nagaon Manor","Tandil","Argentina",2654,"2005-06-19 10:37:54","3.99"
405,"Leonard","Schofield","leonard.schofield@sakilacustomer.org","88 Nagaon Manor","Tandil","Argentina",3240,"2005-06-21 02:53:17","4.99"
405,"Leonard","Schofield","leonard.schofield@sakilacustomer.org","88 Nagaon Manor","Tandil","Argentina",3253,"2005-06-21 03:25:37","5.99"
406,"Nathan","Runyon","nathan.runyon@sakilacustomer.org","264 Bhimavaram Manor","Charlotte Amalie","Virgin Islands, U.S.",2113,"2005-06-17 19:57:46","4.99"
406,"Nathan","Runyon","nathan.runyon@sakilacustomer.org","264 Bhimavaram Manor","Charlotte Amalie","Virgin Islands, U.S.",2150,"2005-06-17 22:50:36","3.99"
406,"Nathan","Runyon","nathan.runyon@sakilacustomer.org","264 Bhimavaram Manor","Charlotte Amalie","Virgin Islands, U.S.",3186,"2005-06-20 23:04:20","7.99"
406,"Nathan","Runyon","nathan.runyon@sakilacustomer.org","264 Bhimavaram Manor","Charlotte Amalie","Virgin Islands, U.S.",3306,"2005-06-21 07:46:58","4.99"
408,"Manuel","Murrell","manuel.murrell@sakilacustomer.org","692 Amroha Drive","Jaffna","Sri Lanka",2479,"2005-06-18 21:03:08","4.99"
409,"Rodney","Moeller","rodney.moeller@sakilacustomer.org","1936 Lapu-Lapu Parkway","Deba Habe","Nigeria",1226,"2005-06-15 03:46:10","5.99"
409,"Rodney","Moeller","rodney.moeller@sakilacustomer.org","1936 Lapu-Lapu Parkway","Deba Habe","Nigeria",2310,"2005-06-18 08:45:59","8.99"
410,"Curtis","Irby","curtis.irby@sakilacustomer.org","432 Garden Grove Street","Richmond Hill","Canada",2255,"2005-06-18 05:21:12","4.99"
410,"Curtis","Irby","curtis.irby@sakilacustomer.org","432 Garden Grove Street","Richmond Hill","Canada",2400,"2005-06-18 16:10:46","5.99"
410,"Curtis","Irby","curtis.irby@sakilacustomer.org","432 Garden Grove Street","Richmond Hill","Canada",3249,"2005-06-21 03:13:19","4.99"
413,"Marvin","Yee","marvin.yee@sakilacustomer.org","126 Acua Parkway","Berhampore (Baharampur)","India",2130,"2005-06-17 21:00:44","5.99"
413,"Marvin","Yee","marvin.yee@sakilacustomer.org","126 Acua Parkway","Berhampore (Baharampur)","India",2545,"2005-06-19 02:23:36","4.99"
414,"Vincent","Ralston","vincent.ralston@sakilacustomer.org","397 Sunnyvale Avenue","Allende","Mexico",2246,"2005-06-18 04:54:29","4.99"
414,"Vincent","Ralston","vincent.ralston@sakilacustomer.org","397 Sunnyvale Avenue","Allende","Mexico",2559,"2005-06-19 03:09:46","9.99"
414,"Vincent","Ralston","vincent.ralston@sakilacustomer.org","397 Sunnyvale Avenue","Allende","Mexico",3318,"2005-06-21 08:23:05","5.99"
415,"Glenn","Pullen","glenn.pullen@sakilacustomer.org","992 Klerksdorp Loop","Amersfoort","Netherlands",1867,"2005-06-17 02:01:37","4.99"
416,"Jeffery","Pinson","jeffery.pinson@sakilacustomer.org","966 Arecibo Loop","Dadu","Pakistan",1343,"2005-06-15 12:27:19","4.99"
417,"Travis","Estep","travis.estep@sakilacustomer.org","289 Santo Andr Manor","al-Qatif","Saudi Arabia",1921,"2005-06-17 06:04:16","3.99"
420,"Jacob","Lance","jacob.lance@sakilacustomer.org","1866 al-Qatif Avenue","El Monte","United States",2672,"2005-06-19 11:42:04","3.99"
421,"Lee","Hawks","lee.hawks@sakilacustomer.org","1661 Abha Drive","Pudukkottai","India",1693,"2005-06-16 12:39:51","4.99"
421,"Lee","Hawks","lee.hawks@sakilacustomer.org","1661 Abha Drive","Pudukkottai","India",3170,"2005-06-20 22:02:54","4.99"
422,"Melvin","Ellington","melvin.ellington@sakilacustomer.org","1557 Cape Coral Parkway","Laohekou","China",1897,"2005-06-17 04:26:23","4.99"
422,"Melvin","Ellington","melvin.ellington@sakilacustomer.org","1557 Cape Coral Parkway","Laohekou","China",2778,"2005-06-19 18:18:12","5.99"
423,"Alfred","Casillas","alfred.casillas@sakilacustomer.org","1727 Matamoros Place","Sawhaj","Egypt",1504,"2005-06-15 22:08:06","3.99"
423,"Alfred","Casillas","alfred.casillas@sakilacustomer.org","1727 Matamoros Place","Sawhaj","Egypt",2600,"2005-06-19 06:07:25","6.99"
423,"Alfred","Casillas","alfred.casillas@sakilacustomer.org","1727 Matamoros Place","Sawhaj","Egypt",2758,"2005-06-19 17:04:35","6.99"
423,"Alfred","Casillas","alfred.casillas@sakilacustomer.org","1727 Matamoros Place","Sawhaj","Egypt",3072,"2005-06-20 14:21:31","8.99"
424,"Kyle","Spurlock","kyle.spurlock@sakilacustomer.org","1269 Botosani Manor","Shanwei","China",3044,"2005-06-20 12:38:49","4.99"
424,"Kyle","Spurlock","kyle.spurlock@sakilacustomer.org","1269 Botosani Manor","Shanwei","China",3166,"2005-06-20 21:32:32","6.99"
425,"Francis","Sikes","francis.sikes@sakilacustomer.org","355 Vitria de Santo Anto Way","San Juan Bautista Tuxtepec","Mexico",3276,"2005-06-21 05:35:52","6.99"
426,"Bradley","Motley","bradley.motley@sakilacustomer.org","1596 Acua Parkway","Purnea (Purnia)","India",1709,"2005-06-16 14:10:15","6.99"
426,"Bradley","Motley","bradley.motley@sakilacustomer.org","1596 Acua Parkway","Purnea (Purnia)","India",1842,"2005-06-16 23:45:59","7.99"
427,"Jesus","Mccartney","jesus.mccartney@sakilacustomer.org","259 Ipoh Drive","Guaruj","Brazil",1342,"2005-06-15 12:26:21","5.99"
427,"Jesus","Mccartney","jesus.mccartney@sakilacustomer.org","259 Ipoh Drive","Guaruj","Brazil",1628,"2005-06-16 07:52:55","3.99"
427,"Jesus","Mccartney","jesus.mccartney@sakilacustomer.org","259 Ipoh Drive","Guaruj","Brazil",1648,"2005-06-16 09:17:07","5.99"
428,"Herbert","Kruger","herbert.kruger@sakilacustomer.org","1823 Hoshiarpur Lane","Syktyvkar","Russian Federation",1227,"2005-06-15 03:50:03","3.99"
428,"Herbert","Kruger","herbert.kruger@sakilacustomer.org","1823 Hoshiarpur Lane","Syktyvkar","Russian Federation",1601,"2005-06-16 06:11:13","3.99"
429,"Frederick","Isbell","frederick.isbell@sakilacustomer.org","1404 Taguig Drive","Tsuyama","Japan",1781,"2005-06-16 19:20:24","5.99"
429,"Frederick","Isbell","frederick.isbell@sakilacustomer.org","1404 Taguig Drive","Tsuyama","Japan",1916,"2005-06-17 05:29:59","7.99"
430,"Ray","Houle","ray.houle@sakilacustomer.org","740 Udaipur Lane","Dzerzinsk","Russian Federation",1759,"2005-06-16 17:46:37","6.99"
431,"Joel","Francisco","joel.francisco@sakilacustomer.org","287 Cuautla Boulevard","Sucre","Bolivia",2096,"2005-06-17 18:33:04","4.99"
431,"Joel","Francisco","joel.francisco@sakilacustomer.org","287 Cuautla Boulevard","Sucre","Bolivia",2269,"2005-06-18 06:20:54","3.99"
431,"Joel","Francisco","joel.francisco@sakilacustomer.org","287 Cuautla Boulevard","Sucre","Bolivia",2281,"2005-06-18 06:47:29","4.99"
431,"Joel","Francisco","joel.francisco@sakilacustomer.org","287 Cuautla Boulevard","Sucre","Bolivia",3304,"2005-06-21 07:43:40","6.99"
431,"Joel","Francisco","joel.francisco@sakilacustomer.org","287 Cuautla Boulevard","Sucre","Bolivia",3369,"2005-06-21 13:20:31","8.99"
432,"Edwin","Burk","edwin.burk@sakilacustomer.org","1766 Almirante Brown Street","Newcastle","South Africa",1180,"2005-06-15 00:39:01","5.99"
432,"Edwin","Burk","edwin.burk@sakilacustomer.org","1766 Almirante Brown Street","Newcastle","South Africa",3194,"2005-06-20 23:59:57","4.99"
434,"Eddie","Tomlin","eddie.tomlin@sakilacustomer.org","1351 Aparecida de Goinia Parkway","Ozamis","Philippines",1584,"2005-06-16 04:50:50","5.99"
434,"Eddie","Tomlin","eddie.tomlin@sakilacustomer.org","1351 Aparecida de Goinia Parkway","Ozamis","Philippines",2415,"2005-06-18 17:02:42","7.99"
434,"Eddie","Tomlin","eddie.tomlin@sakilacustomer.org","1351 Aparecida de Goinia Parkway","Ozamis","Philippines",2430,"2005-06-18 17:51:46","3.99"
